# From state ; class name or eot ; to state
START ; CM ; CM
BAmEastAsian CM QU_Pf QU_Pi SP HY ; EX_EastAsian ; CJ
BAmEastAsian CM QU_Pf QU_Pi SP HY ; IN_EastAsian ; CJ
BAmEastAsian CM QU_Pf QU_Pi SP HY ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
BAmEastAsian CM QU_Pf QU_Pi SP HY ; SAmMnmMc ; ALmEastAsianmDottedCircle
BAmEastAsian CM QU_Pf QU_Pi SP HY ; SA_Mn|SA_Mc ; BAmEastAsian CM QU_Pf QU_Pi SP HY CM
BAmEastAsian CM QU_Pf QU_Pi SP HH ; CM ; BAmEastAsian CM QU_Pf QU_Pi SP HH CM
BAmEastAsian CM QU_Pf QU_Pi SP HH ; BAmEastAsian ; BAmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP HH ; LF ; LF
BAmEastAsian CM QU_Pf QU_Pi SP HH ; BK|NL ; LF
BAmEastAsian CM QU_Pf QU_Pi SP HH ; CR ; CR
BAmEastAsian CM QU_Pf QU_Pi SP HH ; SP ; SP
BAmEastAsian CM QU_Pf QU_Pi SP HH ; EXmEastAsian ; EXmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP HH ; QUmPimPf ; QUmPimPf
BAmEastAsian CM QU_Pf QU_Pi SP HH ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
BAmEastAsian CM QU_Pf QU_Pi SP HH ; CP ; CP
BAmEastAsian CM QU_Pf QU_Pi SP HH ; IS ; IS
BAmEastAsian CM QU_Pf QU_Pi SP HH ; HY ; CM HY
BAmEastAsian CM QU_Pf QU_Pi SP HH ; SY ; SY
BAmEastAsian CM QU_Pf QU_Pi SP HH ; CLmEastAsian ; CLmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP HH ; QU_Pi ; QUmPimPf
BAmEastAsian CM QU_Pf QU_Pi SP HH ; QU_Pf ; BAmEastAsian QU_Pf
BAmEastAsian CM QU_Pf QU_Pi SP HH ; HH ; BAmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP HH ; HL ; HL
BAmEastAsian CM QU_Pf QU_Pi SP HH ; NSmEastAsian ; EXmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP HH ; ZW ; ZW
BAmEastAsian CM QU_Pf QU_Pi SP HH ; ZWJ ; BAmEastAsian CM QU_Pf QU_Pi SP HH ZWJ
BAmEastAsian CM QU_Pf QU_Pi SP HH ; INmEastAsian ; EXmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP HH ; WJ ; WJ
BAmEastAsian CM QU_Pf QU_Pi SP HH ; CL_EastAsian ; CL_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP HH ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP HH ; AL_DottedCircle ; AL_DottedCircle
BAmEastAsian CM QU_Pf QU_Pi SP HH ; BA_EastAsian ; BA_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP HH ; NS_EastAsian|CJ ; CJ
BAmEastAsian CM QU_Pf QU_Pi SP HH ; EX_EastAsian ; CJ
BAmEastAsian CM QU_Pf QU_Pi SP HH ; IN_EastAsian ; CJ
BAmEastAsian CM QU_Pf QU_Pi SP HH ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
BAmEastAsian CM QU_Pf QU_Pi SP HH ; SAmMnmMc ; ALmEastAsianmDottedCircle
BAmEastAsian CM QU_Pf QU_Pi SP HH ; SA_Mn|SA_Mc ; BAmEastAsian CM QU_Pf QU_Pi SP HH CM
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; CM ; BAmEastAsian CM QU_Pf QU_Pi SP CM
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; BAmEastAsian ; BAmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; LF ; LF
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; BK|NL ; LF
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; CR ; CR
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; SP ; SP
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; EXmEastAsian ; EXmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; QUmPimPf ; QUmPimPf
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; PRmEastAsian ; PRmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; POmEastAsian ; POmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; OPmEastAsian ; OPmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; CP ; CP
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; IS ; IS
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; HY ; CM HY
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; SY ; SY
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; NU ; NU
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; CLmEastAsian ; CLmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; GLmEastAsian ; GLmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; QU_Pi ; QUmPimPf
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; BB ; BB
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; QU_Pf ; QUmPimPf
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; HH ; BAmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; HL ; HL
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; JL ; JL
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; JV ; JV
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; JT ; JT
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; NSmEastAsian ; EXmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; AK ; AK
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; VI ; EXmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; AS ; AK
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; VF ; EXmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; ZW ; ZW
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; ZWJ ; BAmEastAsian CM QU_Pf QU_Pi SP ZWJ
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; B2 ; B2
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; INmEastAsian ; EXmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; WJ ; WJ
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; PR_EastAsian ; PR_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; ID_EastAsian ; ID_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; OP_EastAsian ; OP_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; CL_EastAsian ; CL_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; AL_DottedCircle ; AL_DottedCircle
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; EBmEastAsian ; EBmEastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; EB_EastAsian ; EB_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; BA_EastAsian ; BA_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; NS_EastAsian|CJ ; CJ
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; H2 ; H2
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; H3 ; H3
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; EX_EastAsian ; CJ
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; IN_EastAsian ; CJ
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; PO_EastAsian ; PO_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; CB ; CB
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; AP ; AP
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; GL_EastAsian ; GL_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; RI ; RI
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; EM ; ID_EastAsian
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; SAmMnmMc ; ALmEastAsianmDottedCircle
BAmEastAsian CM QU_Pf QU_Pi SP ZWJ ; SA_Mn|SA_Mc ; BAmEastAsian CM QU_Pf QU_Pi SP CM
BAmEastAsian QU_Pf QU_Pi SP HY CM ; CM ; BAmEastAsian QU_Pf QU_Pi SP HY CM
BAmEastAsian QU_Pf QU_Pi SP HY CM ; BAmEastAsian ; BAmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY CM ; LF ; LF
BAmEastAsian QU_Pf QU_Pi SP HY CM ; BK|NL ; LF
BAmEastAsian QU_Pf QU_Pi SP HY CM ; CR ; CR
BAmEastAsian QU_Pf QU_Pi SP HY CM ; SP ; SP
BAmEastAsian QU_Pf QU_Pi SP HY CM ; EXmEastAsian ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY CM ; QUmPimPf ; QUmPimPf
BAmEastAsian QU_Pf QU_Pi SP HY CM ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
BAmEastAsian QU_Pf QU_Pi SP HY CM ; CP ; CP
BAmEastAsian QU_Pf QU_Pi SP HY CM ; IS ; IS
BAmEastAsian QU_Pf QU_Pi SP HY CM ; HY ; CM HY
BAmEastAsian QU_Pf QU_Pi SP HY CM ; SY ; SY
BAmEastAsian QU_Pf QU_Pi SP HY CM ; NU ; NU
BAmEastAsian QU_Pf QU_Pi SP HY CM ; CLmEastAsian ; CLmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY CM ; QU_Pi ; QUmPimPf
BAmEastAsian QU_Pf QU_Pi SP HY CM ; QU_Pf ; BAmEastAsian CM QU_Pf
BAmEastAsian QU_Pf QU_Pi SP HY CM ; HH ; BAmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY CM ; HL ; HL
BAmEastAsian QU_Pf QU_Pi SP HY CM ; NSmEastAsian ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY CM ; ZW ; ZW
BAmEastAsian QU_Pf QU_Pi SP HY CM ; ZWJ ; BAmEastAsian QU_Pf QU_Pi SP HY ZWJ
BAmEastAsian QU_Pf QU_Pi SP HY CM ; INmEastAsian ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY CM ; WJ ; WJ
BAmEastAsian QU_Pf QU_Pi SP HY CM ; CL_EastAsian ; CL_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY CM ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY CM ; AL_DottedCircle ; AL_DottedCircle
BAmEastAsian QU_Pf QU_Pi SP HY CM ; BA_EastAsian ; BA_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY CM ; NS_EastAsian|CJ ; CJ
BAmEastAsian QU_Pf QU_Pi SP HY CM ; EX_EastAsian ; CJ
BAmEastAsian QU_Pf QU_Pi SP HY CM ; IN_EastAsian ; CJ
BAmEastAsian QU_Pf QU_Pi SP HY CM ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
BAmEastAsian QU_Pf QU_Pi SP HY CM ; SAmMnmMc ; ALmEastAsianmDottedCircle
BAmEastAsian QU_Pf QU_Pi SP HY CM ; SA_Mn|SA_Mc ; BAmEastAsian QU_Pf QU_Pi SP HY CM
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; CM ; BAmEastAsian QU_Pf QU_Pi SP HY CM
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; BAmEastAsian ; BAmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; LF ; LF
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; BK|NL ; LF
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; CR ; CR
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; SP ; SP
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; EXmEastAsian ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; QUmPimPf ; QUmPimPf
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; PRmEastAsian ; PRmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; POmEastAsian ; POmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; OPmEastAsian ; OPmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; CP ; CP
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; IS ; IS
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; HY ; CM HY
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; SY ; SY
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; NU ; NU
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; CLmEastAsian ; CLmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; GLmEastAsian ; GLmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; QU_Pi ; QUmPimPf
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; BB ; BB
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; QU_Pf ; BAmEastAsian CM QU_Pf
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; HH ; BAmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; HL ; HL
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; JL ; JL
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; JV ; JV
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; JT ; JT
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; NSmEastAsian ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; AK ; AK
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; VI ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; AS ; AK
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; VF ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; ZW ; ZW
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; ZWJ ; BAmEastAsian QU_Pf QU_Pi SP HY ZWJ
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; B2 ; B2
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; INmEastAsian ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; WJ ; WJ
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; PR_EastAsian ; PR_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; ID_EastAsian ; ID_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; OP_EastAsian ; OP_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; CL_EastAsian ; CL_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; AL_DottedCircle ; AL_DottedCircle
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; EBmEastAsian ; EBmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; EB_EastAsian ; EB_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; BA_EastAsian ; BA_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; NS_EastAsian|CJ ; CJ
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; H2 ; H2
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; H3 ; H3
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; EX_EastAsian ; CJ
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; IN_EastAsian ; CJ
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; PO_EastAsian ; PO_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; CB ; CB
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; AP ; AP
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; GL_EastAsian ; GL_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; RI ; RI
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; EM ; ID_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; SAmMnmMc ; ALmEastAsianmDottedCircle
BAmEastAsian QU_Pf QU_Pi SP HY ZWJ ; SA_Mn|SA_Mc ; BAmEastAsian QU_Pf QU_Pi SP HY CM
BAmEastAsian QU_Pf QU_Pi SP HH CM ; CM ; BAmEastAsian QU_Pf QU_Pi SP HH CM
BAmEastAsian QU_Pf QU_Pi SP HH CM ; BAmEastAsian ; BAmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH CM ; LF ; LF
BAmEastAsian QU_Pf QU_Pi SP HH CM ; BK|NL ; LF
BAmEastAsian QU_Pf QU_Pi SP HH CM ; CR ; CR
BAmEastAsian QU_Pf QU_Pi SP HH CM ; SP ; SP
BAmEastAsian QU_Pf QU_Pi SP HH CM ; EXmEastAsian ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH CM ; QUmPimPf ; QUmPimPf
BAmEastAsian QU_Pf QU_Pi SP HH CM ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
BAmEastAsian QU_Pf QU_Pi SP HH CM ; CP ; CP
BAmEastAsian QU_Pf QU_Pi SP HH CM ; IS ; IS
BAmEastAsian QU_Pf QU_Pi SP HH CM ; HY ; CM HY
BAmEastAsian QU_Pf QU_Pi SP HH CM ; SY ; SY
BAmEastAsian QU_Pf QU_Pi SP HH CM ; CLmEastAsian ; CLmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH CM ; QU_Pi ; QUmPimPf
BAmEastAsian QU_Pf QU_Pi SP HH CM ; QU_Pf ; BAmEastAsian CM QU_Pf
BAmEastAsian QU_Pf QU_Pi SP HH CM ; HH ; BAmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH CM ; HL ; HL
BAmEastAsian QU_Pf QU_Pi SP HH CM ; NSmEastAsian ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH CM ; ZW ; ZW
BAmEastAsian QU_Pf QU_Pi SP HH CM ; ZWJ ; BAmEastAsian QU_Pf QU_Pi SP HH ZWJ
BAmEastAsian QU_Pf QU_Pi SP HH CM ; INmEastAsian ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH CM ; WJ ; WJ
BAmEastAsian QU_Pf QU_Pi SP HH CM ; CL_EastAsian ; CL_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH CM ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH CM ; AL_DottedCircle ; AL_DottedCircle
BAmEastAsian QU_Pf QU_Pi SP HH CM ; BA_EastAsian ; BA_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH CM ; NS_EastAsian|CJ ; CJ
BAmEastAsian QU_Pf QU_Pi SP HH CM ; EX_EastAsian ; CJ
BAmEastAsian QU_Pf QU_Pi SP HH CM ; IN_EastAsian ; CJ
BAmEastAsian QU_Pf QU_Pi SP HH CM ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
BAmEastAsian QU_Pf QU_Pi SP HH CM ; SAmMnmMc ; ALmEastAsianmDottedCircle
BAmEastAsian QU_Pf QU_Pi SP HH CM ; SA_Mn|SA_Mc ; BAmEastAsian QU_Pf QU_Pi SP HH CM
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; CM ; BAmEastAsian QU_Pf QU_Pi SP HH CM
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; BAmEastAsian ; BAmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; LF ; LF
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; BK|NL ; LF
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; CR ; CR
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; SP ; SP
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; EXmEastAsian ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; QUmPimPf ; QUmPimPf
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; PRmEastAsian ; PRmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; POmEastAsian ; POmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; OPmEastAsian ; OPmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; CP ; CP
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; IS ; IS
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; HY ; CM HY
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; SY ; SY
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; NU ; NU
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; CLmEastAsian ; CLmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; GLmEastAsian ; GLmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; QU_Pi ; QUmPimPf
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; BB ; BB
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; QU_Pf ; BAmEastAsian CM QU_Pf
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; HH ; BAmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; HL ; HL
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; JL ; JL
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; JV ; JV
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; JT ; JT
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; NSmEastAsian ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; AK ; AK
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; VI ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; AS ; AK
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; VF ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; ZW ; ZW
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; ZWJ ; BAmEastAsian QU_Pf QU_Pi SP HH ZWJ
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; B2 ; B2
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; INmEastAsian ; EXmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; WJ ; WJ
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; PR_EastAsian ; PR_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; ID_EastAsian ; ID_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; OP_EastAsian ; OP_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; CL_EastAsian ; CL_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; AL_DottedCircle ; AL_DottedCircle
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; EBmEastAsian ; EBmEastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; EB_EastAsian ; EB_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; BA_EastAsian ; BA_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; NS_EastAsian|CJ ; CJ
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; H2 ; H2
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; H3 ; H3
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; EX_EastAsian ; CJ
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; IN_EastAsian ; CJ
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; PO_EastAsian ; PO_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; CB ; CB
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; AP ; AP
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; GL_EastAsian ; GL_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; RI ; RI
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; EM ; ID_EastAsian
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; SAmMnmMc ; ALmEastAsianmDottedCircle
BAmEastAsian QU_Pf QU_Pi SP HH ZWJ ; SA_Mn|SA_Mc ; BAmEastAsian QU_Pf QU_Pi SP HH CM
SP QU_Pf QU_Pi SP HY CM ; CM ; SP QU_Pf QU_Pi SP HY CM
SP QU_Pf QU_Pi SP HY CM ; BAmEastAsian ; BAmEastAsian
SP QU_Pf QU_Pi SP HY CM ; LF ; LF
SP QU_Pf QU_Pi SP HY CM ; BK|NL ; LF
SP QU_Pf QU_Pi SP HY CM ; CR ; CR
SP QU_Pf QU_Pi SP HY CM ; SP ; SP
SP QU_Pf QU_Pi SP HY CM ; EXmEastAsian ; EXmEastAsian
