# File: MathClassEx.txt
# Revision: 16.0
# Date: 2025-07-01
#
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr25/
#
# ------------------------------------------------
# This file is a classification of characters based on their usage in
# mathematical notation and providing a mapping to standard entity
# sets commonly used for SGML and MathML documents.
#
# While the contents of this file represent the best information
# available to the authors and the Unicode Technical Committee as
# of the date referenced above, it is likely that the information
# in this file will change from time to time.
#
# This file is *NOT* formally part of the Unicode Character Database
# at this time.
#
# The character encoding of this plain-text file is UTF-8.
#
# The data consists of 8 fields. The number and type of fields may change
# in future versions of this file.
#
# 1: code point or range
#
# 2: class, one of:
#
#	N - Normal - includes all digits and symbols requiring only one form
#	A - Alphabetic
#	B - Binary
#	C - Closing - usually paired with opening delimiter
#	D - Diacritic
#	F - Fence - unpaired delimiter (often used as opening or closing)
#	G - Glyph_Part - piece of large operator
#	L - Large - n-ary or large operator, often takes limits
#	O - Opening - usually paired with closing delimiter
#	P - Punctuation
#	R - Relation - includes arrows
#	S - Space
#	U - Unary - operators that are only unary
#	V - Vary - operators that can be unary or binary depending on context
#	X - Special - characters not covered by other classes
#
# The C, O, and F operators are stretchy. In addition, some binary operators such
# as U+002F are stretchy as noted in the descriptive comments. The classes are
# also useful in determining extra spacing around the operators as discussed
# in UTR #25.
#
# 3: entity name
#
# 4: entity set
#
# 5: descriptive comments (of various types)
# The descriptive comments provide more information about a character,
# or its specific appearance. Some descriptions contain common macro
# names (with slash) but in the majority of cases, the description is
# simply the description of the entity in the published entity set, if
# different from the formal Unicode character name. Minor differences
# in word order, punctuation and verb forms have been ignored, but not
# systematic differences in terminology, such as filled vs. black.
# In principle this allows location of entities by their description.
#
# 6: Comment with Unicode General Category, character (UTf-8)
#    and Unicode character name or names
#    Character names are provided for ease of reference only.
#
# Fields are delimited by ';'.
# Spaces adjacent to the delimiter or the '#' are not significant
# Future versions of this file may use different amounts of whitespace.
#
# Some character positions in the Mathematical Alphanumeric Symbols block are
# reserved and have been mapped to the Letterlike Symbols block in Unicode.
# This is indicated in 24 special purpose comments.
#
# The character repertoire of this revision is the repertoire of Unicode
# Version 17.0. For more information see Revision 16 or later of UTR #25.
# ------------------------------------------------

#code point;class;entity;set;note/description # comment/Unicode name
296B;R;llhard;HTML-MathML; # Sm (⥫) LEFTWARDS HARPOON WITH BARB DOWN BELOW LONG DASH
296C;R;rharul;HTML-MathML; # Sm (⥬) RIGHTWARDS HARPOON WITH BARB UP ABOVE LONG DASH
296D;R;lrhard;HTML-MathML; # Sm (⥭) RIGHTWARDS HARPOON WITH BARB DOWN BELOW LONG DASH
296E;R;udhar UpEquilibrium;HTML-MathML; # Sm (⥮) UPWARDS HARPOON WITH BARB LEFT BESIDE DOWNWARDS HARPOON WITH BARB RIGHT
296F;R;duhar ReverseUpEquilibrium;HTML-MathML; # Sm (⥯) DOWNWARDS HARPOON WITH BARB LEFT BESIDE UPWARDS HARPOON WITH BARB RIGHT
2970;R;RoundImplies;HTML-MathML; # Sm (⥰) RIGHT DOUBLE ARROW WITH ROUNDED HEAD
2971;R;erarr;HTML-MathML; # Sm (⥱) EQUALS SIGN ABOVE RIGHTWARDS ARROW
2972;R;simrarr;HTML-MathML; # Sm (⥲) TILDE OPERATOR ABOVE RIGHTWARDS ARROW
2973;R;larrsim;HTML-MathML; # Sm (⥳) LEFTWARDS ARROW ABOVE TILDE OPERATOR
2974;R;rarrsim;HTML-MathML; # Sm (⥴) RIGHTWARDS ARROW ABOVE TILDE OPERATOR
2975;R;rarrap;HTML-MathML; # Sm (⥵) RIGHTWARDS ARROW ABOVE ALMOST EQUAL TO
2976;R;ltlarr;HTML-MathML; # Sm (⥶) LESS-THAN ABOVE LEFTWARDS ARROW
2977;R;;; # Sm (⥷) LEFTWARDS ARROW THROUGH LESS-THAN
2978;R;gtrarr;HTML-MathML; # Sm (⥸) GREATER-THAN ABOVE RIGHTWARDS ARROW
2979;R;subrarr;HTML-MathML; # Sm (⥹) SUBSET ABOVE RIGHTWARDS ARROW
297A;R;;; # Sm (⥺) LEFTWARDS ARROW THROUGH SUBSET
297B;R;suplarr;HTML-MathML; # Sm (⥻) SUPERSET ABOVE LEFTWARDS ARROW
297C;R;lfisht;HTML-MathML; # Sm (⥼) LEFT FISH TAIL
297D;R;rfisht;HTML-MathML; # Sm (⥽) RIGHT FISH TAIL
297E;R;ufisht;HTML-MathML; # Sm (⥾) UP FISH TAIL
297F;R;dfisht;HTML-MathML; # Sm (⥿) DOWN FISH TAIL
2980;F;;; # Sm (⦀) TRIPLE VERTICAL BAR DELIMITER
2981;N;;; # Sm (⦁) Z NOTATION SPOT
2982;F;;; # Sm (⦂) Z NOTATION TYPE COLON
2983;O;;; # Ps (⦃) LEFT WHITE CURLY BRACKET
2984;C;;; # Pe (⦄) RIGHT WHITE CURLY BRACKET
2985;O;lopar;HTML-MathML; # Ps (⦅) LEFT WHITE PARENTHESIS
2986;C;ropar;HTML-MathML; # Pe (⦆) RIGHT WHITE PARENTHESIS
2987;O;;; # Ps (⦇) Z NOTATION LEFT IMAGE BRACKET
2988;C;;; # Pe (⦈) Z NOTATION RIGHT IMAGE BRACKET
2989;O;;; # Ps (⦉) Z NOTATION LEFT BINDING BRACKET
298A;C;;; # Pe (⦊) Z NOTATION RIGHT BINDING BRACKET
298B;O;lbrke;HTML-MathML; # Ps (⦋) LEFT SQUARE BRACKET WITH UNDERBAR
298C;C;rbrke;HTML-MathML; # Pe (⦌) RIGHT SQUARE BRACKET WITH UNDERBAR
298D;O;lbrkslu;HTML-MathML; # Ps (⦍) LEFT SQUARE BRACKET WITH TICK IN TOP CORNER
298E;C;rbrksld;HTML-MathML; # Pe (⦎) RIGHT SQUARE BRACKET WITH TICK IN BOTTOM CORNER
298F;O;lbrksld;HTML-MathML; # Ps (⦏) LEFT SQUARE BRACKET WITH TICK IN BOTTOM CORNER
2990;C;rbrkslu;HTML-MathML; # Pe (⦐) RIGHT SQUARE BRACKET WITH TICK IN TOP CORNER
2991;O;langd;HTML-MathML; # Ps (⦑) LEFT ANGLE BRACKET WITH DOT
2992;C;rangd;HTML-MathML; # Pe (⦒) RIGHT ANGLE BRACKET WITH DOT
2993;O;lparlt;HTML-MathML; # Ps (⦓) LEFT ARC LESS-THAN BRACKET
2994;C;rpargt;HTML-MathML; # Pe (⦔) RIGHT ARC GREATER-THAN BRACKET
2995;O;gtlPar;HTML-MathML; # Ps (⦕) DOUBLE LEFT ARC GREATER-THAN BRACKET
2996;C;ltrPar;HTML-MathML; # Pe (⦖) DOUBLE RIGHT ARC LESS-THAN BRACKET
2997;O;;; # Ps (⦗) LEFT BLACK TORTOISE SHELL BRACKET
2998;C;;; # Pe (⦘) RIGHT BLACK TORTOISE SHELL BRACKET
2999;F;;; # Sm (⦙) DOTTED FENCE
299A;F;vzigzag;HTML-MathML; # Sm (⦚) VERTICAL ZIGZAG LINE
299B;N;;; # Sm (⦛) MEASURED ANGLE OPENING LEFT
299C;N;vangrt;HTML-MathML; # Sm (⦜) RIGHT ANGLE VARIANT WITH SQUARE
299D;N;angrtvbd;HTML-MathML; # Sm (⦝) MEASURED RIGHT ANGLE WITH DOT
299E;N;;; # Sm (⦞) ANGLE WITH S INSIDE
299F;N;;; # Sm (⦟) ACUTE ANGLE
29A0;N;;; # Sm (⦠) SPHERICAL ANGLE OPENING LEFT
29A1;N;;; # Sm (⦡) SPHERICAL ANGLE OPENING UP
29A2;N;;; # Sm (⦢) TURNED ANGLE
29A3;N;;; # Sm (⦣) REVERSED ANGLE
29A4;N;ange;HTML-MathML; # Sm (⦤) ANGLE WITH UNDERBAR
29A5;N;range;HTML-MathML; # Sm (⦥) REVERSED ANGLE WITH UNDERBAR
29A6;N;dwangle;HTML-MathML; # Sm (⦦) OBLIQUE ANGLE OPENING UP
29A7;N;uwangle;HTML-MathML; # Sm (⦧) OBLIQUE ANGLE OPENING DOWN
29A8;N;angmsdaa;HTML-MathML; # Sm (⦨) MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING UP AND RIGHT
29A9;N;angmsdab;HTML-MathML; # Sm (⦩) MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING UP AND LEFT
29AA;N;angmsdac;HTML-MathML; # Sm (⦪) MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING DOWN AND RIGHT
29AB;N;angmsdad;HTML-MathML; # Sm (⦫) MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING DOWN AND LEFT
29AC;N;angmsdae;HTML-MathML; # Sm (⦬) MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING RIGHT AND UP
29AD;N;angmsdaf;HTML-MathML; # Sm (⦭) MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING LEFT AND UP
29AE;N;angmsdag;HTML-MathML; # Sm (⦮) MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING RIGHT AND DOWN
29AF;N;angmsdah;HTML-MathML; # Sm (⦯) MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING LEFT AND DOWN
29B0;N;bemptyv;HTML-MathML; # Sm (⦰) REVERSED EMPTY SET
29B1;N;demptyv;HTML-MathML; # Sm (⦱) EMPTY SET WITH OVERBAR
29B2;N;cemptyv;HTML-MathML; # Sm (⦲) EMPTY SET WITH SMALL CIRCLE ABOVE
29B3;N;raemptyv;HTML-MathML; # Sm (⦳) EMPTY SET WITH RIGHT ARROW ABOVE
29B4;N;laemptyv;HTML-MathML; # Sm (⦴) EMPTY SET WITH LEFT ARROW ABOVE
29B5;N;ohbar;HTML-MathML; # Sm (⦵) CIRCLE WITH HORIZONTAL BAR
29B6;B;omid;HTML-MathML; # Sm (⦶) CIRCLED VERTICAL BAR
29B7;B;opar;HTML-MathML; # Sm (⦷) CIRCLED PARALLEL
29B8;B;;; # Sm (⦸) CIRCLED REVERSE SOLIDUS
29B9;B;operp;HTML-MathML; # Sm (⦹) CIRCLED PERPENDICULAR
29BA;N;;; # Sm (⦺) CIRCLE DIVIDED BY HORIZONTAL BAR AND TOP HALF DIVIDED BY VERTICAL BAR
29BB;N;olcross;HTML-MathML; # Sm (⦻) CIRCLE WITH SUPERIMPOSED X
29BC;N;odsold;HTML-MathML; # Sm (⦼) CIRCLED ANTICLOCKWISE-ROTATED DIVISION SIGN
29BD;N;;; # Sm (⦽) UP ARROW THROUGH CIRCLE
29BE;N;olcir;HTML-MathML; # Sm (⦾) CIRCLED WHITE BULLET
29BF;N;ofcir;HTML-MathML; # Sm (⦿) CIRCLED BULLET
29C0;B;olt;HTML-MathML; # Sm (⧀) CIRCLED LESS-THAN
29C1;B;ogt;HTML-MathML; # Sm (⧁) CIRCLED GREATER-THAN
29C2;N;cirscir;HTML-MathML; # Sm (⧂) CIRCLE WITH SMALL CIRCLE TO THE RIGHT
29C3;N;cirE;HTML-MathML; # Sm (⧃) CIRCLE WITH TWO HORIZONTAL STROKES TO THE RIGHT
29C4;B;solb;HTML-MathML; # Sm (⧄) SQUARED RISING DIAGONAL SLASH
29C5;B;bsolb;HTML-MathML; # Sm (⧅) SQUARED FALLING DIAGONAL SLASH
29C6;B;;; # Sm (⧆) SQUARED ASTERISK
29C7;B;;; # Sm (⧇) SQUARED SMALL CIRCLE
29C8;B;;; # Sm (⧈) SQUARED SQUARE
29C9;N;boxbox;HTML-MathML; # Sm (⧉) TWO JOINED SQUARES
29CA;N;;; # Sm (⧊) TRIANGLE WITH DOT ABOVE
29CB;N;;; # Sm (⧋) TRIANGLE WITH UNDERBAR
29CC;N;;; # Sm (⧌) S IN TRIANGLE
29CD;N;trisb;HTML-MathML; # Sm (⧍) TRIANGLE WITH SERIFS AT BOTTOM
29CE;R;rtriltri;HTML-MathML; # Sm (⧎) RIGHT TRIANGLE ABOVE LEFT TRIANGLE
29CF;R;LeftTriangleBar;HTML-MathML; # Sm (⧏) LEFT TRIANGLE BESIDE VERTICAL BAR
29D0;R;RightTriangleBar;HTML-MathML; # Sm (⧐) VERTICAL BAR BESIDE RIGHT TRIANGLE
29D1;R;;; # Sm (⧑) BOWTIE WITH LEFT HALF BLACK
29D2;R;;; # Sm (⧒) BOWTIE WITH RIGHT HALF BLACK
29D3;R;;; # Sm (⧓) BLACK BOWTIE
29D4;R;;; # Sm (⧔) TIMES WITH LEFT HALF BLACK
29D5;R;;; # Sm (⧕) TIMES WITH RIGHT HALF BLACK
29D6;B;;; # Sm (⧖) WHITE HOURGLASS
29D7;B;;; # Sm (⧗) BLACK HOURGLASS
29D8;O;;; # Ps (⧘) LEFT WIGGLY FENCE
29D9;C;;; # Pe (⧙) RIGHT WIGGLY FENCE
29DA;O;;; # Ps (⧚) LEFT DOUBLE WIGGLY FENCE
29DB;C;;; # Pe (⧛) RIGHT DOUBLE WIGGLY FENCE
29DC;N;iinfin;HTML-MathML; # Sm (⧜) INCOMPLETE INFINITY
29DD;N;infintie;HTML-MathML; # Sm (⧝) TIE OVER INFINITY
29DE;N;nvinfin;HTML-MathML; # Sm (⧞) INFINITY NEGATED WITH VERTICAL BAR
29DF;R;;; # Sm (⧟) DOUBLE-ENDED MULTIMAP
29E0;N;;; # Sm (⧠) SQUARE WITH CONTOURED OUTLINE
29E1;R;;; # Sm (⧡) INCREASES AS
29E2;B;;; # Sm (⧢) SHUFFLE PRODUCT
29E3;R;eparsl;HTML-MathML; # Sm (⧣) EQUALS SIGN AND SLANTED PARALLEL
29E4;R;smeparsl;HTML-MathML; # Sm (⧤) EQUALS SIGN AND SLANTED PARALLEL WITH TILDE ABOVE
29E5;R;eqvparsl;HTML-MathML; # Sm (⧥) IDENTICAL TO AND SLANTED PARALLEL
29E6;R;;; # Sm (⧦) GLEICH STARK
29E7;N;;; # Sm (⧧) THERMODYNAMIC
29E8;N;;; # Sm (⧨) DOWN-POINTING TRIANGLE WITH LEFT HALF BLACK
29E9;N;;; # Sm (⧩) DOWN-POINTING TRIANGLE WITH RIGHT HALF BLACK
29EA;N;;; # Sm (⧪) BLACK DIAMOND WITH DOWN ARROW
29EB;B;lozf blacklozenge;HTML-MathML; # Sm (⧫) BLACK LOZENGE
29EC;N;;; # Sm (⧬) WHITE CIRCLE WITH DOWN ARROW
29ED;N;;; # Sm (⧭) BLACK CIRCLE WITH DOWN ARROW
29EE;N;;; # Sm (⧮) ERROR-BARRED WHITE SQUARE
29EF;N;;; # Sm (⧯) ERROR-BARRED BLACK SQUARE
29F0;N;;; # Sm (⧰) ERROR-BARRED WHITE DIAMOND
29F1;N;;; # Sm (⧱) ERROR-BARRED BLACK DIAMOND
29F2;N;;; # Sm (⧲) ERROR-BARRED WHITE CIRCLE
29F3;N;;; # Sm (⧳) ERROR-BARRED BLACK CIRCLE
29F4;R;RuleDelayed;HTML-MathML; # Sm (⧴) RULE-DELAYED
29F5;B;;; # Sm (⧵) REVERSE SOLIDUS OPERATOR
29F6;B;dsol;HTML-MathML; # Sm (⧶) SOLIDUS WITH OVERBAR
29F7;B;;; # Sm (⧷) REVERSE SOLIDUS WITH HORIZONTAL STROKE
29F8;L;;; # Sm (⧸) BIG SOLIDUS
29F9;L;;; # Sm (⧹) BIG REVERSE SOLIDUS
29FA;B;;; # Sm (⧺) DOUBLE PLUS
29FB;B;;; # Sm (⧻) TRIPLE PLUS
29FC;O;;; # Ps (⧼) LEFT-POINTING CURVED ANGLE BRACKET
29FD;C;;; # Pe (⧽) RIGHT-POINTING CURVED ANGLE BRACKET
29FE;B;;; # Sm (⧾) TINY
29FF;B;;; # Sm (⧿) MINY
2A00;L;xodot bigodot;HTML-MathML; # Sm (⨀) N-ARY CIRCLED DOT OPERATOR
2A01;L;xoplus bigoplus;HTML-MathML; # Sm (⨁) N-ARY CIRCLED PLUS OPERATOR
2A02;L;xotime bigotimes;HTML-MathML; # Sm (⨂) N-ARY CIRCLED TIMES OPERATOR
2A03;L;;; # Sm (⨃) N-ARY UNION OPERATOR WITH DOT
2A04;L;xuplus biguplus;HTML-MathML; # Sm (⨄) N-ARY UNION OPERATOR WITH PLUS
2A05;L;;; # Sm (⨅) N-ARY SQUARE INTERSECTION OPERATOR
2A06;L;xsqcup bigsqcup;HTML-MathML; # Sm (⨆) N-ARY SQUARE UNION OPERATOR
2A07;L;;; # Sm (⨇) TWO LOGICAL AND OPERATOR
2A08;L;;; # Sm (⨈) TWO LOGICAL OR OPERATOR
2A09;L;;; # Sm (⨉) N-ARY TIMES OPERATOR
2A0A;L;;; # Sm (⨊) MODULO TWO SUM
2A0B;L;;; # Sm (⨋) SUMMATION WITH INTEGRAL
2A0C;L;qint iiiint;HTML-MathML; # Sm (⨌) QUADRUPLE INTEGRAL OPERATOR
2A0D;L;fpartint;HTML-MathML; # Sm (⨍) FINITE PART INTEGRAL
2A0E;L;;; # Sm (⨎) INTEGRAL WITH DOUBLE STROKE
2A0F;L;;; # Sm (⨏) INTEGRAL AVERAGE WITH SLASH
2A10;L;cirfnint;HTML-MathML; # Sm (⨐) CIRCULATION FUNCTION
2A11;L;awint;HTML-MathML; # Sm (⨑) ANTICLOCKWISE INTEGRATION
2A12;L;rppolint;HTML-MathML; # Sm (⨒) LINE INTEGRATION WITH RECTANGULAR PATH AROUND POLE
2A13;L;scpolint;HTML-MathML; # Sm (⨓) LINE INTEGRATION WITH SEMICIRCULAR PATH AROUND POLE
2A14;L;npolint;HTML-MathML; # Sm (⨔) LINE INTEGRATION NOT INCLUDING THE POLE
2A15;L;pointint;HTML-MathML; # Sm (⨕) INTEGRAL AROUND A POINT OPERATOR
2A16;L;quatint;HTML-MathML; # Sm (⨖) QUATERNION INTEGRAL OPERATOR
2A17;L;intlarhk;HTML-MathML; # Sm (⨗) INTEGRAL WITH LEFTWARDS ARROW WITH HOOK
2A18;L;;; # Sm (⨘) INTEGRAL WITH TIMES SIGN
2A19;L;;; # Sm (⨙) INTEGRAL WITH INTERSECTION
2A1A;L;;; # Sm (⨚) INTEGRAL WITH UNION
2A1B;L;;; # Sm (⨛) INTEGRAL WITH OVERBAR
2A1C;L;;; # Sm (⨜) INTEGRAL WITH UNDERBAR
2A1D;L;;; # Sm (⨝) JOIN
2A1E;L;;; # Sm (⨞) LARGE LEFT TRIANGLE OPERATOR
2A1F;L;;; # Sm (⨟) Z NOTATION SCHEMA COMPOSITION
2A20;L;;; # Sm (⨠) Z NOTATION SCHEMA PIPING
2A21;L;;; # Sm (⨡) Z NOTATION SCHEMA PROJECTION
2A22;B;pluscir;HTML-MathML; # Sm (⨢) PLUS SIGN WITH SMALL CIRCLE ABOVE
2A23;B;plusacir;HTML-MathML; # Sm (⨣) PLUS SIGN WITH CIRCUMFLEX ACCENT ABOVE
2A24;B;simplus;HTML-MathML; # Sm (⨤) PLUS SIGN WITH TILDE ABOVE
2A25;B;plusdu;HTML-MathML; # Sm (⨥) PLUS SIGN WITH DOT BELOW
2A26;B;plussim;HTML-MathML; # Sm (⨦) PLUS SIGN WITH TILDE BELOW
2A27;B;plustwo;HTML-MathML; # Sm (⨧) PLUS SIGN WITH SUBSCRIPT TWO
2A28;B;;; # Sm (⨨) PLUS SIGN WITH BLACK TRIANGLE
2A29;B;mcomma;HTML-MathML; # Sm (⨩) MINUS SIGN WITH COMMA ABOVE
2A2A;B;minusdu;HTML-MathML; # Sm (⨪) MINUS SIGN WITH DOT BELOW
2A2B;B;;; # Sm (⨫) MINUS SIGN WITH FALLING DOTS
2A2C;B;;; # Sm (⨬) MINUS SIGN WITH RISING DOTS
2A2D;B;loplus;HTML-MathML; # Sm (⨭) PLUS SIGN IN LEFT HALF CIRCLE
2A2E;B;roplus;HTML-MathML; # Sm (⨮) PLUS SIGN IN RIGHT HALF CIRCLE
2A2F;B;Cross;HTML-MathML; # Sm (⨯) VECTOR OR CROSS PRODUCT
2A30;B;timesd;HTML-MathML; # Sm (⨰) MULTIPLICATION SIGN WITH DOT ABOVE
2A31;B;timesbar;HTML-MathML; # Sm (⨱) MULTIPLICATION SIGN WITH UNDERBAR
2A32;B;;; # Sm (⨲) SEMIDIRECT PRODUCT WITH BOTTOM CLOSED
2A33;B;smashp;HTML-MathML; # Sm (⨳) SMASH PRODUCT
2A34;B;lotimes;HTML-MathML; # Sm (⨴) MULTIPLICATION SIGN IN LEFT HALF CIRCLE
2A35;B;rotimes;HTML-MathML; # Sm (⨵) MULTIPLICATION SIGN IN RIGHT HALF CIRCLE
2A36;B;otimesas;HTML-MathML; # Sm (⨶) CIRCLED MULTIPLICATION SIGN WITH CIRCUMFLEX ACCENT
2A37;B;Otimes;HTML-MathML; # Sm (⨷) MULTIPLICATION SIGN IN DOUBLE CIRCLE
2A38;B;odiv;HTML-MathML; # Sm (⨸) CIRCLED DIVISION SIGN
2A39;B;triplus;HTML-MathML; # Sm (⨹) PLUS SIGN IN TRIANGLE
2A3A;B;triminus;HTML-MathML; # Sm (⨺) MINUS SIGN IN TRIANGLE
2A3B;B;tritime;HTML-MathML; # Sm (⨻) MULTIPLICATION SIGN IN TRIANGLE
2A3C;B;iprod intprod;HTML-MathML; # Sm (⨼) INTERIOR PRODUCT
2A3D;B;;; # Sm (⨽) RIGHTHAND INTERIOR PRODUCT
2A3E;B;;; # Sm (⨾) Z NOTATION RELATIONAL COMPOSITION
2A3F;B;amalg;HTML-MathML; # Sm (⨿) AMALGAMATION OR COPRODUCT
2A40;B;capdot;HTML-MathML; # Sm (⩀) INTERSECTION WITH DOT
2A41;B;;; # Sm (⩁) UNION WITH MINUS SIGN
2A42;B;ncup;HTML-MathML; # Sm (⩂) UNION WITH OVERBAR
2A43;B;ncap;HTML-MathML; # Sm (⩃) INTERSECTION WITH OVERBAR
2A44;B;capand;HTML-MathML; # Sm (⩄) INTERSECTION WITH LOGICAL AND
2A45;B;cupor;HTML-MathML; # Sm (⩅) UNION WITH LOGICAL OR
2A46;B;cupcap;HTML-MathML; # Sm (⩆) UNION ABOVE INTERSECTION
2A47;B;capcup;HTML-MathML; # Sm (⩇) INTERSECTION ABOVE UNION
2A48;B;cupbrcap;HTML-MathML; # Sm (⩈) UNION ABOVE BAR ABOVE INTERSECTION
2A49;B;capbrcup;HTML-MathML; # Sm (⩉) INTERSECTION ABOVE BAR ABOVE UNION
2A4A;B;cupcup;HTML-MathML; # Sm (⩊) UNION BESIDE AND JOINED WITH UNION
2A4B;B;capcap;HTML-MathML; # Sm (⩋) INTERSECTION BESIDE AND JOINED WITH INTERSECTION
2A4C;B;ccups;HTML-MathML; # Sm (⩌) CLOSED UNION WITH SERIFS
2A4D;B;ccaps;HTML-MathML; # Sm (⩍) CLOSED INTERSECTION WITH SERIFS
2A4E;B;;; # Sm (⩎) DOUBLE SQUARE INTERSECTION
2A4F;B;;; # Sm (⩏) DOUBLE SQUARE UNION
2A50;B;ccupssm;HTML-MathML; # Sm (⩐) CLOSED UNION WITH SERIFS AND SMASH PRODUCT
2A51;B;;; # Sm (⩑) LOGICAL AND WITH DOT ABOVE
2A52;B;;; # Sm (⩒) LOGICAL OR WITH DOT ABOVE
2A53;B;And;HTML-MathML; # Sm (⩓) DOUBLE LOGICAL AND
2A54;B;Or;HTML-MathML; # Sm (⩔) DOUBLE LOGICAL OR
2A55;B;andand;HTML-MathML; # Sm (⩕) TWO INTERSECTING LOGICAL AND
2A56;B;oror;HTML-MathML; # Sm (⩖) TWO INTERSECTING LOGICAL OR
2A57;B;orslope;HTML-MathML; # Sm (⩗) SLOPING LARGE OR
2A58;B;andslope;HTML-MathML; # Sm (⩘) SLOPING LARGE AND
2A59;R;;; # Sm (⩙) LOGICAL OR OVERLAPPING LOGICAL AND
2A5A;B;andv;HTML-MathML; # Sm (⩚) LOGICAL AND WITH MIDDLE STEM
2A5B;B;orv;HTML-MathML; # Sm (⩛) LOGICAL OR WITH MIDDLE STEM
2A5C;B;andd;HTML-MathML; # Sm (⩜) LOGICAL AND WITH HORIZONTAL DASH
2A5D;B;ord;HTML-MathML; # Sm (⩝) LOGICAL OR WITH HORIZONTAL DASH
2A5E;B;;; # Sm (⩞) LOGICAL AND WITH DOUBLE OVERBAR
2A5F;B;wedbar;HTML-MathML; # Sm (⩟) LOGICAL AND WITH UNDERBAR
2A60;B;;; # Sm (⩠) LOGICAL AND WITH DOUBLE UNDERBAR
2A61;B;;; # Sm (⩡) SMALL VEE WITH UNDERBAR
2A62;B;;; # Sm (⩢) LOGICAL OR WITH DOUBLE OVERBAR
2A63;B;;; # Sm (⩣) LOGICAL OR WITH DOUBLE UNDERBAR
2A64;B;;; # Sm (⩤) Z NOTATION DOMAIN ANTIRESTRICTION
2A65;B;;; # Sm (⩥) Z NOTATION RANGE ANTIRESTRICTION
2A66;R;sdote;HTML-MathML; # Sm (⩦) EQUALS SIGN WITH DOT BELOW
2A67;R;;; # Sm (⩧) IDENTICAL WITH DOT ABOVE
2A68;R;;; # Sm (⩨) TRIPLE HORIZONTAL BAR WITH DOUBLE VERTICAL STROKE
2A69;R;;; # Sm (⩩) TRIPLE HORIZONTAL BAR WITH TRIPLE VERTICAL STROKE
2A6A;R;simdot;HTML-MathML; # Sm (⩪) TILDE OPERATOR WITH DOT ABOVE
2A6B;R;;; # Sm (⩫) TILDE OPERATOR WITH RISING DOTS
2A6C;R;;; # Sm (⩬) SIMILAR MINUS SIMILAR
2A6D;R;congdot;HTML-MathML; # Sm (⩭) CONGRUENT WITH DOT ABOVE
2A6E;R;easter;HTML-MathML; # Sm (⩮) EQUALS WITH ASTERISK
2A6F;R;apacir;HTML-MathML; # Sm (⩯) ALMOST EQUAL TO WITH CIRCUMFLEX ACCENT
2A70;R;apE;HTML-MathML; # Sm (⩰) APPROXIMATELY EQUAL OR EQUAL TO
2A71;B;eplus;HTML-MathML; # Sm (⩱) EQUALS SIGN ABOVE PLUS SIGN
2A72;B;pluse;HTML-MathML; # Sm (⩲) PLUS SIGN ABOVE EQUALS SIGN
2A73;R;Esim;HTML-MathML; # Sm (⩳) EQUALS SIGN ABOVE TILDE OPERATOR
2A74;R;Colone;HTML-MathML; # Sm (⩴) DOUBLE COLON EQUAL
2A75;R;Equal;HTML-MathML; # Sm (⩵) TWO CONSECUTIVE EQUALS SIGNS
2A76;R;;; # Sm (⩶) THREE CONSECUTIVE EQUALS SIGNS
2A77;R;eDDot ddotseq;HTML-MathML; # Sm (⩷) EQUALS SIGN WITH TWO DOTS ABOVE AND TWO DOTS BELOW
2A78;R;equivDD;HTML-MathML; # Sm (⩸) EQUIVALENT WITH FOUR DOTS ABOVE
2A79;R;ltcir;HTML-MathML; # Sm (⩹) LESS-THAN WITH CIRCLE INSIDE
2A7A;R;gtcir;HTML-MathML; # Sm (⩺) GREATER-THAN WITH CIRCLE INSIDE
2A7B;R;ltquest;HTML-MathML; # Sm (⩻) LESS-THAN WITH QUESTION MARK ABOVE
2A7C;R;gtquest;HTML-MathML; # Sm (⩼) GREATER-THAN WITH QUESTION MARK ABOVE
2A7D;R;les LessSlantEqual leqslant;HTML-MathML; # Sm (⩽) LESS-THAN OR SLANTED EQUAL TO
2A7E;R;ges GreaterSlantEqual geqslant;HTML-MathML; # Sm (⩾) GREATER-THAN OR SLANTED EQUAL TO
2A7F;R;lesdot;HTML-MathML; # Sm (⩿) LESS-THAN OR SLANTED EQUAL TO WITH DOT INSIDE
2A80;R;gesdot;HTML-MathML; # Sm (⪀) GREATER-THAN OR SLANTED EQUAL TO WITH DOT INSIDE
2A81;R;lesdoto;HTML-MathML; # Sm (⪁) LESS-THAN OR SLANTED EQUAL TO WITH DOT ABOVE
2A82;R;gesdoto;HTML-MathML; # Sm (⪂) GREATER-THAN OR SLANTED EQUAL TO WITH DOT ABOVE
